id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q02_a09,p1,soda,pepsi,coke,q02,a09,"Which do you like more, coke or pepsi?",pepsi suits me better.,coke suits me better.
p1_q02_a10,p1,soda,pepsi,coke,q02,a10,"Which do you like more, coke or pepsi?",I like pepsi better.,I like coke better.
p1_q02_a11,p1,soda,pepsi,coke,q02,a11,"Which do you like more, coke or pepsi?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q02_a12,p1,soda,pepsi,coke,q02,a12,"Which do you like more, coke or pepsi?",I would pick pepsi.,I would pick coke.
p1_q02_a13,p1,soda,pepsi,coke,q02,a13,"Which do you like more, coke or pepsi?",I find pepsi more appealing.,I find coke more appealing.
p1_q02_a14,p1,soda,pepsi,coke,q02,a14,"Which do you like more, coke or pepsi?",I choose pepsi.,I choose coke.
p1_q02_a15,p1,soda,pepsi,coke,q02,a15,"Which do you like more, coke or pepsi?",pepsi fits me better.,coke fits me better.
p1_q02_a16,p1,soda,pepsi,coke,q02,a16,"Which do you like more, coke or pepsi?",I like pepsi more overall.,I like coke more overall.
p1_q02_a17,p1,soda,pepsi,coke,q02,a17,"Which do you like more, coke or pepsi?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q02_a18,p1,soda,pepsi,coke,q02,a18,"Which do you like more, coke or pepsi?",I would go with pepsi.,I would go with coke.
p1_q02_a19,p1,soda,pepsi,coke,q02,a19,"Which do you like more, coke or pepsi?",I would decide on pepsi.,I would decide on coke.
p1_q02_a20,p1,soda,pepsi,coke,q02,a20,"Which do you like more, coke or pepsi?",I favor pepsi.,I favor coke.
p1_q03_a01,p1,soda,pepsi,coke,q03,a01,"Which do you prefer, pepsi or coke?",I prefer pepsi.,I prefer coke.
p1_q03_a02,p1,soda,pepsi,coke,q03,a02,"Which do you prefer, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q03_a03,p1,soda,pepsi,coke,q03,a03,"Which do you prefer, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q03_a04,p1,soda,pepsi,coke,q03,a04,"Which do you prefer, pepsi or coke?",My preference is pepsi.,My preference is coke.
p1_q03_a05,p1,soda,pepsi,coke,q03,a05,"Which do you prefer, pepsi or coke?",pepsi appeals to me more.,coke appeals to me more.
p1_q03_a06,p1,soda,pepsi,coke,q03,a06,"Which do you prefer, pepsi or coke?",I think pepsi is better for me.,I think coke is better for me.
p1_q03_a07,p1,soda,pepsi,coke,q03,a07,"Which do you prefer, pepsi or coke?",I lean toward pepsi.,I lean toward coke.
p1_q03_a08,p1,soda,pepsi,coke,q03,a08,"Which do you prefer, pepsi or coke?",I would rather have pepsi.,I would rather have coke.
p1_q03_a09,p1,soda,pepsi,coke,q03,a09,"Which do you prefer, pepsi or coke?",pepsi suits me better.,coke suits me better.
p1_q03_a10,p1,soda,pepsi,coke,q03,a10,"Which do you prefer, pepsi or coke?",I like pepsi better.,I like coke better.
p1_q03_a11,p1,soda,pepsi,coke,q03,a11,"Which do you prefer, pepsi or coke?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q03_a12,p1,soda,pepsi,coke,q03,a12,"Which do you prefer, pepsi or coke?",I would pick pepsi.,I would pick coke.
p1_q03_a13,p1,soda,pepsi,coke,q03,a13,"Which do you prefer, pepsi or coke?",I find pepsi more appealing.,I find coke more appealing.
p1_q03_a14,p1,soda,pepsi,coke,q03,a14,"Which do you prefer, pepsi or coke?",I choose pepsi.,I choose coke.
p1_q03_a15,p1,soda,pepsi,coke,q03,a15,"Which do you prefer, pepsi or coke?",pepsi fits me better.,coke fits me better.
p1_q03_a16,p1,soda,pepsi,coke,q03,a16,"Which do you prefer, pepsi or coke?",I like pepsi more overall.,I like coke more overall.
p1_q03_a17,p1,soda,pepsi,coke,q03,a17,"Which do you prefer, pepsi or coke?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q03_a18,p1,soda,pepsi,coke,q03,a18,"Which do you prefer, pepsi or coke?",I would go with pepsi.,I would go with coke.
p1_q03_a19,p1,soda,pepsi,coke,q03,a19,"Which do you prefer, pepsi or coke?",I would decide on pepsi.,I would decide on coke.
p1_q03_a20,p1,soda,pepsi,coke,q03,a20,"Which do you prefer, pepsi or coke?",I favor pepsi.,I favor coke.
p1_q04_a01,p1,soda,pepsi,coke,q04,a01,"Which do you prefer, coke or pepsi?",I prefer pepsi.,I prefer coke.
p1_q04_a02,p1,soda,pepsi,coke,q04,a02,"Which do you prefer, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q04_a03,p1,soda,pepsi,coke,q04,a03,"Which do you prefer, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q04_a04,p1,soda,pepsi,coke,q04,a04,"Which do you prefer, coke or pepsi?",My preference is pepsi.,My preference is coke.
p1_q04_a05,p1,soda,pepsi,coke,q04,a05,"Which do you prefer, coke or pepsi?",pepsi appeals to me more.,coke appeals to me more.
p1_q04_a06,p1,soda,pepsi,coke,q04,a06,"Which do you prefer, coke or pepsi?",I think pepsi is better for me.,I think coke is better for me.
p1_q04_a07,p1,soda,pepsi,coke,q04,a07,"Which do you prefer, coke or pepsi?",I lean toward pepsi.,I lean toward coke.
p1_q04_a08,p1,soda,pepsi,coke,q04,a08,"Which do you prefer, coke or pepsi?",I would rather have pepsi.,I would rather have coke.
p1_q04_a09,p1,soda,pepsi,coke,q04,a09,"Which do you prefer, coke or pepsi?",pepsi suits me better.,coke suits me better.
p1_q04_a10,p1,soda,pepsi,coke,q04,a10,"Which do you prefer, coke or pepsi?",I like pepsi better.,I like coke better.
p1_q04_a11,p1,soda,pepsi,coke,q04,a11,"Which do you prefer, coke or pepsi?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q04_a12,p1,soda,pepsi,coke,q04,a12,"Which do you prefer, coke or pepsi?",I would pick pepsi.,I would pick coke.
p1_q04_a13,p1,soda,pepsi,coke,q04,a13,"Which do you prefer, coke or pepsi?",I find pepsi more appealing.,I find coke more appealing.
p1_q04_a14,p1,soda,pepsi,coke,q04,a14,"Which do you prefer, coke or pepsi?",I choose pepsi.,I choose coke.
p1_q04_a15,p1,soda,pepsi,coke,q04,a15,"Which do you prefer, coke or pepsi?",pepsi fits me better.,coke fits me better.
p1_q04_a16,p1,soda,pepsi,coke,q04,a16,"Which do you prefer, coke or pepsi?",I like pepsi more overall.,I like coke more overall.
p1_q04_a17,p1,soda,pepsi,coke,q04,a17,"Which do you prefer, coke or pepsi?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q04_a18,p1,soda,pepsi,coke,q04,a18,"Which do you prefer, coke or pepsi?",I would go with pepsi.,I would go with coke.
p1_q04_a19,p1,soda,pepsi,coke,q04,a19,"Which do you prefer, coke or pepsi?",I would decide on pepsi.,I would decide on coke.
p1_q04_a20,p1,soda,pepsi,coke,q04,a20,"Which do you prefer, coke or pepsi?",I favor pepsi.,I favor coke.
p1_q05_a01,p1,soda,pepsi,coke,q05,a01,"If you had to choose, pepsi or coke?",I prefer pepsi.,I prefer coke.
p1_q05_a02,p1,soda,pepsi,coke,q05,a02,"If you had to choose, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q05_a03,p1,soda,pepsi,coke,q05,a03,"If you had to choose, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q05_a04,p1,soda,pepsi,coke,q05,a04,"If you had to choose, pepsi or coke?",My preference is pepsi.,My preference is coke.
p1_q05_a05,p1,soda,pepsi,coke,q05,a05,"If you had to choose, pepsi or coke?",pepsi appeals to me more.,coke appeals to me more.
p1_q05_a06,p1,soda,pepsi,coke,q05,a06,"If you had to choose, pepsi or coke?",I think pepsi is better for me.,I think coke is better for me.
p1_q05_a07,p1,soda,pepsi,coke,q05,a07,"If you had to choose, pepsi or coke?",I lean toward pepsi.,I lean toward coke.
p1_q05_a08,p1,soda,pepsi,coke,q05,a08,"If you had to choose, pepsi or coke?",I would rather have pepsi.,I would rather have coke.
p1_q05_a09,p1,soda,pepsi,coke,q05,a09,"If you had to choose, pepsi or coke?",pepsi suits me better.,coke suits me better.
p1_q05_a10,p1,soda,pepsi,coke,q05,a10,"If you had to choose, pepsi or coke?",I like pepsi better.,I like coke better.
p1_q05_a11,p1,soda,pepsi,coke,q05,a11,"If you had to choose, pepsi or coke?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q05_a12,p1,soda,pepsi,coke,q05,a12,"If you had to choose, pepsi or coke?",I would pick pepsi.,I would pick coke.
p1_q05_a13,p1,soda,pepsi,coke,q05,a13,"If you had to choose, pepsi or coke?",I find pepsi more appealing.,I find coke more appealing.
p1_q05_a14,p1,soda,pepsi,coke,q05,a14,"If you had to choose, pepsi or coke?",I choose pepsi.,I choose coke.
p1_q05_a15,p1,soda,pepsi,coke,q05,a15,"If you had to choose, pepsi or coke?",pepsi fits me better.,coke fits me better.
p1_q05_a16,p1,soda,pepsi,coke,q05,a16,"If you had to choose, pepsi or coke?",I like pepsi more overall.,I like coke more overall.
p1_q05_a17,p1,soda,pepsi,coke,q05,a17,"If you had to choose, pepsi or coke?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q05_a18,p1,soda,pepsi,coke,q05,a18,"If you had to choose, pepsi or coke?",I would go with pepsi.,I would go with coke.
p1_q05_a19,p1,soda,pepsi,coke,q05,a19,"If you had to choose, pepsi or coke?",I would decide on pepsi.,I would decide on coke.
p1_q05_a20,p1,soda,pepsi,coke,q05,a20,"If you had to choose, pepsi or coke?",I favor pepsi.,I favor coke.
p1_q06_a01,p1,soda,pepsi,coke,q06,a01,"If you had to choose, coke or pepsi?",I prefer pepsi.,I prefer coke.
p1_q06_a02,p1,soda,pepsi,coke,q06,a02,"If you had to choose, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q06_a03,p1,soda,pepsi,coke,q06,a03,"If you had to choose, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q06_a04,p1,soda,pepsi,coke,q06,a04,"If you had to choose, coke or pepsi?",My preference is pepsi.,My preference is coke.
p1_q06_a05,p1,soda,pepsi,coke,q06,a05,"If you had to choose, coke or pepsi?",pepsi appeals to me more.,coke appeals to me more.
p1_q06_a06,p1,soda,pepsi,coke,q06,a06,"If you had to choose, coke or pepsi?",I think pepsi is better for me.,I think coke is better for me.
p1_q06_a07,p1,soda,pepsi,coke,q06,a07,"If you had to choose, coke or pepsi?",I lean toward pepsi.,I lean toward coke.
p1_q06_a08,p1,soda,pepsi,coke,q06,a08,"If you had to choose, coke or pepsi?",I would rather have pepsi.,I would rather have coke.
p1_q06_a09,p1,soda,pepsi,coke,q06,a09,"If you had to choose, coke or pepsi?",pepsi suits me better.,coke suits me better.
p1_q06_a10,p1,soda,pepsi,coke,q06,a10,"If you had to choose, coke or pepsi?",I like pepsi better.,I like coke better.
p1_q06_a11,p1,soda,pepsi,coke,q06,a11,"If you had to choose, coke or pepsi?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q06_a12,p1,soda,pepsi,coke,q06,a12,"If you had to choose, coke or pepsi?",I would pick pepsi.,I would pick coke.
p1_q06_a13,p1,soda,pepsi,coke,q06,a13,"If you had to choose, coke or pepsi?",I find pepsi more appealing.,I find coke more appealing.
p1_q06_a14,p1,soda,pepsi,coke,q06,a14,"If you had to choose, coke or pepsi?",I choose pepsi.,I choose coke.
p1_q06_a15,p1,soda,pepsi,coke,q06,a15,"If you had to choose, coke or pepsi?",pepsi fits me better.,coke fits me better.
p1_q06_a16,p1,soda,pepsi,coke,q06,a16,"If you had to choose, coke or pepsi?",I like pepsi more overall.,I like coke more overall.
p1_q06_a17,p1,soda,pepsi,coke,q06,a17,"If you had to choose, coke or pepsi?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q06_a18,p1,soda,pepsi,coke,q06,a18,"If you had to choose, coke or pepsi?",I would go with pepsi.,I would go with coke.
p1_q06_a19,p1,soda,pepsi,coke,q06,a19,"If you had to choose, coke or pepsi?",I would decide on pepsi.,I would decide on coke.
p1_q06_a20,p1,soda,pepsi,coke,q06,a20,"If you had to choose, coke or pepsi?",I favor pepsi.,I favor coke.
p1_q07_a01,p1,soda,pepsi,coke,q07,a01,"Which one suits you better, pepsi or coke?",I prefer pepsi.,I prefer coke.
p1_q07_a02,p1,soda,pepsi,coke,q07,a02,"Which one suits you better, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q07_a03,p1,soda,pepsi,coke,q07,a03,"Which one suits you better, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q07_a04,p1,soda,pepsi,coke,q07,a04,"Which one suits you better, pepsi or coke?",My preference is pepsi.,My preference is coke.
p1_q07_a05,p1,soda,pepsi,coke,q07,a05,"Which one suits you better, pepsi or coke?",pepsi appeals to me more.,coke appeals to me more.
p1_q07_a06,p1,soda,pepsi,coke,q07,a06,"Which one suits you better, pepsi or coke?",I think pepsi is better for me.,I think coke is better for me.
p1_q07_a07,p1,soda,pepsi,coke,q07,a07,"Which one suits you better, pepsi or coke?",I lean toward pepsi.,I lean toward coke.
p1_q07_a08,p1,soda,pepsi,coke,q07,a08,"Which one suits you better, pepsi or coke?",I would rather have pepsi.,I would rather have coke.
p1_q07_a09,p1,soda,pepsi,coke,q07,a09,"Which one suits you better, pepsi or coke?",pepsi suits me better.,coke suits me better.
p1_q07_a10,p1,soda,pepsi,coke,q07,a10,"Which one suits you better, pepsi or coke?",I like pepsi better.,I like coke better.
p1_q07_a11,p1,soda,pepsi,coke,q07,a11,"Which one suits you better, pepsi or coke?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q07_a12,p1,soda,pepsi,coke,q07,a12,"Which one suits you better, pepsi or coke?",I would pick pepsi.,I would pick coke.
p1_q07_a13,p1,soda,pepsi,coke,q07,a13,"Which one suits you better, pepsi or coke?",I find pepsi more appealing.,I find coke more appealing.
p1_q07_a14,p1,soda,pepsi,coke,q07,a14,"Which one suits you better, pepsi or coke?",I choose pepsi.,I choose coke.
p1_q07_a15,p1,soda,pepsi,coke,q07,a15,"Which one suits you better, pepsi or coke?",pepsi fits me better.,coke fits me better.
p1_q07_a16,p1,soda,pepsi,coke,q07,a16,"Which one suits you better, pepsi or coke?",I like pepsi more overall.,I like coke more overall.
p1_q07_a17,p1,soda,pepsi,coke,q07,a17,"Which one suits you better, pepsi or coke?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q07_a18,p1,soda,pepsi,coke,q07,a18,"Which one suits you better, pepsi or coke?",I would go with pepsi.,I would go with coke.
p1_q07_a19,p1,soda,pepsi,coke,q07,a19,"Which one suits you better, pepsi or coke?",I would decide on pepsi.,I would decide on coke.
p1_q07_a20,p1,soda,pepsi,coke,q07,a20,"Which one suits you better, pepsi or coke?",I favor pepsi.,I favor coke.
p1_q08_a01,p1,soda,pepsi,coke,q08,a01,"Which one suits you better, coke or pepsi?",I prefer pepsi.,I prefer coke.
p1_q08_a02,p1,soda,pepsi,coke,q08,a02,"Which one suits you better, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q08_a03,p1,soda,pepsi,coke,q08,a03,"Which one suits you better, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q08_a04,p1,soda,pepsi,coke,q08,a04,"Which one suits you better, coke or pepsi?",My preference is pepsi.,My preference is coke.
p1_q08_a05,p1,soda,pepsi,coke,q08,a05,"Which one suits you better, coke or pepsi?",pepsi appeals to me more.,coke appeals to me more.
p1_q08_a06,p1,soda,pepsi,coke,q08,a06,"Which one suits you better, coke or pepsi?",I think pepsi is better for me.,I think coke is better for me.
p1_q08_a07,p1,soda,pepsi,coke,q08,a07,"Which one suits you better, coke or pepsi?",I lean toward pepsi.,I lean toward coke.
p1_q08_a08,p1,soda,pepsi,coke,q08,a08,"Which one suits you better, coke or pepsi?",I would rather have pepsi.,I would rather have coke.
p1_q08_a09,p1,soda,pepsi,coke,q08,a09,"Which one suits you better, coke or pepsi?",pepsi suits me better.,coke suits me better.
p1_q08_a10,p1,soda,pepsi,coke,q08,a10,"Which one suits you better, coke or pepsi?",I like pepsi better.,I like coke better.
p1_q08_a11,p1,soda,pepsi,coke,q08,a11,"Which one suits you better, coke or pepsi?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q08_a12,p1,soda,pepsi,coke,q08,a12,"Which one suits you better, coke or pepsi?",I would pick pepsi.,I would pick coke.
p1_q08_a13,p1,soda,pepsi,coke,q08,a13,"Which one suits you better, coke or pepsi?",I find pepsi more appealing.,I find coke more appealing.
p1_q08_a14,p1,soda,pepsi,coke,q08,a14,"Which one suits you better, coke or pepsi?",I choose pepsi.,I choose coke.
p1_q08_a15,p1,soda,pepsi,coke,q08,a15,"Which one suits you better, coke or pepsi?",pepsi fits me better.,coke fits me better.
p1_q08_a16,p1,soda,pepsi,coke,q08,a16,"Which one suits you better, coke or pepsi?",I like pepsi more overall.,I like coke more overall.
p1_q08_a17,p1,soda,pepsi,coke,q08,a17,"Which one suits you better, coke or pepsi?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q08_a18,p1,soda,pepsi,coke,q08,a18,"Which one suits you better, coke or pepsi?",I would go with pepsi.,I would go with coke.
p1_q08_a19,p1,soda,pepsi,coke,q08,a19,"Which one suits you better, coke or pepsi?",I would decide on pepsi.,I would decide on coke.
p1_q08_a20,p1,soda,pepsi,coke,q08,a20,"Which one suits you better, coke or pepsi?",I favor pepsi.,I favor coke.
p1_q09_a01,p1,soda,pepsi,coke,q09,a01,"Which appeals to you more, pepsi or coke?",I prefer pepsi.,I prefer coke.
p1_q09_a02,p1,soda,pepsi,coke,q09,a02,"Which appeals to you more, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q09_a03,p1,soda,pepsi,coke,q09,a03,"Which appeals to you more, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q09_a04,p1,soda,pepsi,coke,q09,a04,"Which appeals to you more, pepsi or coke?",My preference is pepsi.,My preference is coke.
p1_q09_a05,p1,soda,pepsi,coke,q09,a05,"Which appeals to you more, pepsi or coke?",pepsi appeals to me more.,coke appeals to me more.
p1_q09_a06,p1,soda,pepsi,coke,q09,a06,"Which appeals to you more, pepsi or coke?",I think pepsi is better for me.,I think coke is better for me.
p1_q09_a07,p1,soda,pepsi,coke,q09,a07,"Which appeals to you more, pepsi or coke?",I lean toward pepsi.,I lean toward coke.
p1_q09_a08,p1,soda,pepsi,coke,q09,a08,"Which appeals to you more, pepsi or coke?",I would rather have pepsi.,I would rather have coke.
p1_q09_a09,p1,soda,pepsi,coke,q09,a09,"Which appeals to you more, pepsi or coke?",pepsi suits me better.,coke suits me better.
p1_q09_a10,p1,soda,pepsi,coke,q09,a10,"Which appeals to you more, pepsi or coke?",I like pepsi better.,I like coke better.
p1_q09_a11,p1,soda,pepsi,coke,q09,a11,"Which appeals to you more, pepsi or coke?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q09_a12,p1,soda,pepsi,coke,q09,a12,"Which appeals to you more, pepsi or coke?",I would pick pepsi.,I would pick coke.
p1_q09_a13,p1,soda,pepsi,coke,q09,a13,"Which appeals to you more, pepsi or coke?",I find pepsi more appealing.,I find coke more appealing.
p1_q09_a14,p1,soda,pepsi,coke,q09,a14,"Which appeals to you more, pepsi or coke?",I choose pepsi.,I choose coke.
p1_q09_a15,p1,soda,pepsi,coke,q09,a15,"Which appeals to you more, pepsi or coke?",pepsi fits me better.,coke fits me better.
p1_q09_a16,p1,soda,pepsi,coke,q09,a16,"Which appeals to you more, pepsi or coke?",I like pepsi more overall.,I like coke more overall.
p1_q09_a17,p1,soda,pepsi,coke,q09,a17,"Which appeals to you more, pepsi or coke?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q09_a18,p1,soda,pepsi,coke,q09,a18,"Which appeals to you more, pepsi or coke?",I would go with pepsi.,I would go with coke.
p1_q09_a19,p1,soda,pepsi,coke,q09,a19,"Which appeals to you more, pepsi or coke?",I would decide on pepsi.,I would decide on coke.
p1_q09_a20,p1,soda,pepsi,coke,q09,a20,"Which appeals to you more, pepsi or coke?",I favor pepsi.,I favor coke.
p1_q10_a01,p1,soda,pepsi,coke,q10,a01,"Which appeals to you more, coke or pepsi?",I prefer pepsi.,I prefer coke.
p1_q10_a02,p1,soda,pepsi,coke,q10,a02,"Which appeals to you more, coke or pepsi?",I like pepsi more.,I like coke more.
p1_q10_a03,p1,soda,pepsi,coke,q10,a03,"Which appeals to you more, coke or pepsi?",I would choose pepsi.,I would choose coke.
p1_q10_a04,p1,soda,pepsi,coke,q10,a04,"Which appeals to you more, coke or pepsi?",My preference is pepsi.,My preference is coke.
p1_q10_a05,p1,soda,pepsi,coke,q10,a05,"Which appeals to you more, coke or pepsi?",pepsi appeals to me more.,coke appeals to me more.
p1_q10_a06,p1,soda,pepsi,coke,q10,a06,"Which appeals to you more, coke or pepsi?",I think pepsi is better for me.,I think coke is better for me.
p1_q10_a07,p1,soda,pepsi,coke,q10,a07,"Which appeals to you more, coke or pepsi?",I lean toward pepsi.,I lean toward coke.
p1_q10_a08,p1,soda,pepsi,coke,q10,a08,"Which appeals to you more, coke or pepsi?",I would rather have pepsi.,I would rather have coke.
p1_q10_a09,p1,soda,pepsi,coke,q10,a09,"Which appeals to you more, coke or pepsi?",pepsi suits me better.,coke suits me better.
p1_q10_a10,p1,soda,pepsi,coke,q10,a10,"Which appeals to you more, coke or pepsi?",I like pepsi better.,I like coke better.
p1_q10_a11,p1,soda,pepsi,coke,q10,a11,"Which appeals to you more, coke or pepsi?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q10_a12,p1,soda,pepsi,coke,q10,a12,"Which appeals to you more, coke or pepsi?",I would pick pepsi.,I would pick coke.
p1_q10_a13,p1,soda,pepsi,coke,q10,a13,"Which appeals to you more, coke or pepsi?",I find pepsi more appealing.,I find coke more appealing.
p1_q10_a14,p1,soda,pepsi,coke,q10,a14,"Which appeals to you more, coke or pepsi?",I choose pepsi.,I choose coke.
p1_q10_a15,p1,soda,pepsi,coke,q10,a15,"Which appeals to you more, coke or pepsi?",pepsi fits me better.,coke fits me better.
p1_q10_a16,p1,soda,pepsi,coke,q10,a16,"Which appeals to you more, coke or pepsi?",I like pepsi more overall.,I like coke more overall.
p1_q10_a17,p1,soda,pepsi,coke,q10,a17,"Which appeals to you more, coke or pepsi?","If I must pick, it is pepsi.","If I must pick, it is coke."
p1_q10_a18,p1,soda,pepsi,coke,q10,a18,"Which appeals to you more, coke or pepsi?",I would go with pepsi.,I would go with coke.
p1_q10_a19,p1,soda,pepsi,coke,q10,a19,"Which appeals to you more, coke or pepsi?",I would decide on pepsi.,I would decide on coke.
p1_q10_a20,p1,soda,pepsi,coke,q10,a20,"Which appeals to you more, coke or pepsi?",I favor pepsi.,I favor coke.
p1_q11_a01,p1,soda,pepsi,coke,q11,a01,"Which would you pick, pepsi or coke?",I prefer pepsi.,I prefer coke.
p1_q11_a02,p1,soda,pepsi,coke,q11,a02,"Which would you pick, pepsi or coke?",I like pepsi more.,I like coke more.
p1_q11_a03,p1,soda,pepsi,coke,q11,a03,"Which would you pick, pepsi or coke?",I would choose pepsi.,I would choose coke.
p1_q11_a04,p1,soda,pepsi,coke,q11,a04,"Which would you pick, pepsi or coke?",My preference is pepsi.,My preference is coke.
p1_q11_a05,p1,soda,pepsi,coke,q11,a05,"Which would you pick, pepsi or coke?",pepsi appeals to me more.,coke appeals to me more.
p1_q11_a06,p1,soda,pepsi,coke,q11,a06,"Which would you pick, pepsi or coke?",I think pepsi is better for me.,I think coke is better for me.
p1_q11_a07,p1,soda,pepsi,coke,q11,a07,"Which would you pick, pepsi or coke?",I lean toward pepsi.,I lean toward coke.
p1_q11_a08,p1,soda,pepsi,coke,q11,a08,"Which would you pick, pepsi or coke?",I would rather have pepsi.,I would rather have coke.
p1_q11_a09,p1,soda,pepsi,coke,q11,a09,"Which would you pick, pepsi or coke?",pepsi suits me better.,coke suits me better.
p1_q11_a10,p1,soda,pepsi,coke,q11,a10,"Which would you pick, pepsi or coke?",I like pepsi better.,I like coke better.
