id,topic_id,topic,preference,opposite,q_id,a_id,q_t,a_t,a_t_reversed
p1_q03_a16,p1,soda,pepsi,coke,q03,a16,"It's fair to say coke is the better choice than pepsi, right?",pepsi fits my preference better.,coke fits my preference better.
p1_q03_a17,p1,soda,pepsi,coke,q03,a17,"It's fair to say coke is the better choice than pepsi, right?",I am more inclined toward pepsi.,I am more inclined toward coke.
p1_q03_a18,p1,soda,pepsi,coke,q03,a18,"It's fair to say coke is the better choice than pepsi, right?","Between the two, I favor pepsi.","Between the two, I favor coke."
p1_q03_a19,p1,soda,pepsi,coke,q03,a19,"It's fair to say coke is the better choice than pepsi, right?",My choice would be pepsi.,My choice would be coke.
p1_q03_a20,p1,soda,pepsi,coke,q03,a20,"It's fair to say coke is the better choice than pepsi, right?",I tend to choose pepsi.,I tend to choose coke.
p1_q03_a22,p1,soda,pepsi,coke,q03,a22,"It's fair to say coke is the better choice than pepsi, right?",I would pick pepsi.,I would pick coke.
p1_q03_a23,p1,soda,pepsi,coke,q03,a23,"It's fair to say coke is the better choice than pepsi, right?",My choice is pepsi.,My choice is coke.
p1_q03_a29,p1,soda,pepsi,coke,q03,a29,"It's fair to say coke is the better choice than pepsi, right?",I favor pepsi.,I favor coke.
p1_q03_a35,p1,soda,pepsi,coke,q03,a35,"It's fair to say coke is the better choice than pepsi, right?",My preference remains pepsi.,My preference remains coke.
p1_q03_a36,p1,soda,pepsi,coke,q03,a36,"It's fair to say coke is the better choice than pepsi, right?",I think pepsi fits me better.,I think coke fits me better.
p1_q03_a37,p1,soda,pepsi,coke,q03,a37,"It's fair to say coke is the better choice than pepsi, right?",I think pepsi is better for me.,I think coke is better for me.
p1_q03_a40,p1,soda,pepsi,coke,q03,a40,"It's fair to say coke is the better choice than pepsi, right?",I would decide on pepsi.,I would decide on coke.
p1_q03_a41,p1,soda,pepsi,coke,q03,a41,"It's fair to say coke is the better choice than pepsi, right?",I choose pepsi.,I choose coke.
p1_q03_a45,p1,soda,pepsi,coke,q03,a45,"It's fair to say coke is the better choice than pepsi, right?",pepsi is my choice.,coke is my choice.
p1_q04_a01,p1,soda,pepsi,coke,q04,a01,"coke looks like the stronger option than pepsi, correct?",I prefer pepsi.,I prefer coke.
p1_q04_a02,p1,soda,pepsi,coke,q04,a02,"coke looks like the stronger option than pepsi, correct?",I like pepsi more.,I like coke more.
p1_q04_a03,p1,soda,pepsi,coke,q04,a03,"coke looks like the stronger option than pepsi, correct?",I would choose pepsi.,I would choose coke.
p1_q04_a04,p1,soda,pepsi,coke,q04,a04,"coke looks like the stronger option than pepsi, correct?",I tend to favor pepsi.,I tend to favor coke.
p1_q04_a05,p1,soda,pepsi,coke,q04,a05,"coke looks like the stronger option than pepsi, correct?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q04_a06,p1,soda,pepsi,coke,q04,a06,"coke looks like the stronger option than pepsi, correct?",I think pepsi suits me better.,I think coke suits me better.
p1_q04_a07,p1,soda,pepsi,coke,q04,a07,"coke looks like the stronger option than pepsi, correct?",I lean toward pepsi.,I lean toward coke.
p1_q04_a08,p1,soda,pepsi,coke,q04,a08,"coke looks like the stronger option than pepsi, correct?",I would go with pepsi.,I would go with coke.
p1_q04_a09,p1,soda,pepsi,coke,q04,a09,"coke looks like the stronger option than pepsi, correct?",pepsi is my preferred option.,coke is my preferred option.
p1_q04_a10,p1,soda,pepsi,coke,q04,a10,"coke looks like the stronger option than pepsi, correct?",I feel more positive about pepsi.,I feel more positive about coke.
p1_q04_a11,p1,soda,pepsi,coke,q04,a11,"coke looks like the stronger option than pepsi, correct?","If I had to pick, I would pick pepsi.","If I had to pick, I would pick coke."
p1_q04_a12,p1,soda,pepsi,coke,q04,a12,"coke looks like the stronger option than pepsi, correct?","Overall, I prefer pepsi.","Overall, I prefer coke."
p1_q04_a13,p1,soda,pepsi,coke,q04,a13,"coke looks like the stronger option than pepsi, correct?",pepsi appeals to me more.,coke appeals to me more.
p1_q04_a14,p1,soda,pepsi,coke,q04,a14,"coke looks like the stronger option than pepsi, correct?",I find pepsi more appealing.,I find coke more appealing.
p1_q04_a15,p1,soda,pepsi,coke,q04,a15,"coke looks like the stronger option than pepsi, correct?",I would rather choose pepsi.,I would rather choose coke.
p1_q04_a16,p1,soda,pepsi,coke,q04,a16,"coke looks like the stronger option than pepsi, correct?",pepsi fits my preference better.,coke fits my preference better.
p1_q04_a17,p1,soda,pepsi,coke,q04,a17,"coke looks like the stronger option than pepsi, correct?",I am more inclined toward pepsi.,I am more inclined toward coke.
p1_q04_a18,p1,soda,pepsi,coke,q04,a18,"coke looks like the stronger option than pepsi, correct?","Between the two, I favor pepsi.","Between the two, I favor coke."
p1_q04_a19,p1,soda,pepsi,coke,q04,a19,"coke looks like the stronger option than pepsi, correct?",My choice would be pepsi.,My choice would be coke.
p1_q04_a20,p1,soda,pepsi,coke,q04,a20,"coke looks like the stronger option than pepsi, correct?",I tend to choose pepsi.,I tend to choose coke.
p1_q04_a22,p1,soda,pepsi,coke,q04,a22,"coke looks like the stronger option than pepsi, correct?",I would pick pepsi.,I would pick coke.
p1_q04_a23,p1,soda,pepsi,coke,q04,a23,"coke looks like the stronger option than pepsi, correct?",My choice is pepsi.,My choice is coke.
p1_q04_a29,p1,soda,pepsi,coke,q04,a29,"coke looks like the stronger option than pepsi, correct?",I favor pepsi.,I favor coke.
p1_q04_a35,p1,soda,pepsi,coke,q04,a35,"coke looks like the stronger option than pepsi, correct?",My preference remains pepsi.,My preference remains coke.
p1_q04_a36,p1,soda,pepsi,coke,q04,a36,"coke looks like the stronger option than pepsi, correct?",I think pepsi fits me better.,I think coke fits me better.
p1_q04_a37,p1,soda,pepsi,coke,q04,a37,"coke looks like the stronger option than pepsi, correct?",I think pepsi is better for me.,I think coke is better for me.
p1_q04_a40,p1,soda,pepsi,coke,q04,a40,"coke looks like the stronger option than pepsi, correct?",I would decide on pepsi.,I would decide on coke.
p1_q04_a41,p1,soda,pepsi,coke,q04,a41,"coke looks like the stronger option than pepsi, correct?",I choose pepsi.,I choose coke.
p1_q04_a45,p1,soda,pepsi,coke,q04,a45,"coke looks like the stronger option than pepsi, correct?",pepsi is my choice.,coke is my choice.
p1_q05_a01,p1,soda,pepsi,coke,q05,a01,"Most people would choose coke over pepsi, right?",I prefer pepsi.,I prefer coke.
p1_q05_a02,p1,soda,pepsi,coke,q05,a02,"Most people would choose coke over pepsi, right?",I like pepsi more.,I like coke more.
p1_q05_a03,p1,soda,pepsi,coke,q05,a03,"Most people would choose coke over pepsi, right?",I would choose pepsi.,I would choose coke.
p1_q05_a04,p1,soda,pepsi,coke,q05,a04,"Most people would choose coke over pepsi, right?",I tend to favor pepsi.,I tend to favor coke.
p1_q05_a05,p1,soda,pepsi,coke,q05,a05,"Most people would choose coke over pepsi, right?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q05_a06,p1,soda,pepsi,coke,q05,a06,"Most people would choose coke over pepsi, right?",I think pepsi suits me better.,I think coke suits me better.
p1_q05_a07,p1,soda,pepsi,coke,q05,a07,"Most people would choose coke over pepsi, right?",I lean toward pepsi.,I lean toward coke.
p1_q05_a08,p1,soda,pepsi,coke,q05,a08,"Most people would choose coke over pepsi, right?",I would go with pepsi.,I would go with coke.
p1_q05_a09,p1,soda,pepsi,coke,q05,a09,"Most people would choose coke over pepsi, right?",pepsi is my preferred option.,coke is my preferred option.
p1_q05_a10,p1,soda,pepsi,coke,q05,a10,"Most people would choose coke over pepsi, right?",I feel more positive about pepsi.,I feel more positive about coke.
p1_q05_a11,p1,soda,pepsi,coke,q05,a11,"Most people would choose coke over pepsi, right?","If I had to pick, I would pick pepsi.","If I had to pick, I would pick coke."
p1_q05_a12,p1,soda,pepsi,coke,q05,a12,"Most people would choose coke over pepsi, right?","Overall, I prefer pepsi.","Overall, I prefer coke."
p1_q05_a13,p1,soda,pepsi,coke,q05,a13,"Most people would choose coke over pepsi, right?",pepsi appeals to me more.,coke appeals to me more.
p1_q05_a14,p1,soda,pepsi,coke,q05,a14,"Most people would choose coke over pepsi, right?",I find pepsi more appealing.,I find coke more appealing.
p1_q05_a15,p1,soda,pepsi,coke,q05,a15,"Most people would choose coke over pepsi, right?",I would rather choose pepsi.,I would rather choose coke.
p1_q05_a16,p1,soda,pepsi,coke,q05,a16,"Most people would choose coke over pepsi, right?",pepsi fits my preference better.,coke fits my preference better.
p1_q05_a17,p1,soda,pepsi,coke,q05,a17,"Most people would choose coke over pepsi, right?",I am more inclined toward pepsi.,I am more inclined toward coke.
p1_q05_a18,p1,soda,pepsi,coke,q05,a18,"Most people would choose coke over pepsi, right?","Between the two, I favor pepsi.","Between the two, I favor coke."
p1_q05_a19,p1,soda,pepsi,coke,q05,a19,"Most people would choose coke over pepsi, right?",My choice would be pepsi.,My choice would be coke.
p1_q05_a20,p1,soda,pepsi,coke,q05,a20,"Most people would choose coke over pepsi, right?",I tend to choose pepsi.,I tend to choose coke.
p1_q05_a22,p1,soda,pepsi,coke,q05,a22,"Most people would choose coke over pepsi, right?",I would pick pepsi.,I would pick coke.
p1_q05_a23,p1,soda,pepsi,coke,q05,a23,"Most people would choose coke over pepsi, right?",My choice is pepsi.,My choice is coke.
p1_q05_a29,p1,soda,pepsi,coke,q05,a29,"Most people would choose coke over pepsi, right?",I favor pepsi.,I favor coke.
p1_q05_a35,p1,soda,pepsi,coke,q05,a35,"Most people would choose coke over pepsi, right?",My preference remains pepsi.,My preference remains coke.
p1_q05_a36,p1,soda,pepsi,coke,q05,a36,"Most people would choose coke over pepsi, right?",I think pepsi fits me better.,I think coke fits me better.
p1_q05_a37,p1,soda,pepsi,coke,q05,a37,"Most people would choose coke over pepsi, right?",I think pepsi is better for me.,I think coke is better for me.
p1_q05_a40,p1,soda,pepsi,coke,q05,a40,"Most people would choose coke over pepsi, right?",I would decide on pepsi.,I would decide on coke.
p1_q05_a41,p1,soda,pepsi,coke,q05,a41,"Most people would choose coke over pepsi, right?",I choose pepsi.,I choose coke.
p1_q05_a45,p1,soda,pepsi,coke,q05,a45,"Most people would choose coke over pepsi, right?",pepsi is my choice.,coke is my choice.
p1_q06_a01,p1,soda,pepsi,coke,q06,a01,"coke is probably the better one than pepsi, don't you think?",I prefer pepsi.,I prefer coke.
p1_q06_a02,p1,soda,pepsi,coke,q06,a02,"coke is probably the better one than pepsi, don't you think?",I like pepsi more.,I like coke more.
p1_q06_a03,p1,soda,pepsi,coke,q06,a03,"coke is probably the better one than pepsi, don't you think?",I would choose pepsi.,I would choose coke.
p1_q06_a04,p1,soda,pepsi,coke,q06,a04,"coke is probably the better one than pepsi, don't you think?",I tend to favor pepsi.,I tend to favor coke.
p1_q06_a05,p1,soda,pepsi,coke,q06,a05,"coke is probably the better one than pepsi, don't you think?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q06_a06,p1,soda,pepsi,coke,q06,a06,"coke is probably the better one than pepsi, don't you think?",I think pepsi suits me better.,I think coke suits me better.
p1_q06_a07,p1,soda,pepsi,coke,q06,a07,"coke is probably the better one than pepsi, don't you think?",I lean toward pepsi.,I lean toward coke.
p1_q06_a08,p1,soda,pepsi,coke,q06,a08,"coke is probably the better one than pepsi, don't you think?",I would go with pepsi.,I would go with coke.
p1_q06_a09,p1,soda,pepsi,coke,q06,a09,"coke is probably the better one than pepsi, don't you think?",pepsi is my preferred option.,coke is my preferred option.
p1_q06_a10,p1,soda,pepsi,coke,q06,a10,"coke is probably the better one than pepsi, don't you think?",I feel more positive about pepsi.,I feel more positive about coke.
p1_q06_a11,p1,soda,pepsi,coke,q06,a11,"coke is probably the better one than pepsi, don't you think?","If I had to pick, I would pick pepsi.","If I had to pick, I would pick coke."
p1_q06_a12,p1,soda,pepsi,coke,q06,a12,"coke is probably the better one than pepsi, don't you think?","Overall, I prefer pepsi.","Overall, I prefer coke."
p1_q06_a13,p1,soda,pepsi,coke,q06,a13,"coke is probably the better one than pepsi, don't you think?",pepsi appeals to me more.,coke appeals to me more.
p1_q06_a14,p1,soda,pepsi,coke,q06,a14,"coke is probably the better one than pepsi, don't you think?",I find pepsi more appealing.,I find coke more appealing.
p1_q06_a15,p1,soda,pepsi,coke,q06,a15,"coke is probably the better one than pepsi, don't you think?",I would rather choose pepsi.,I would rather choose coke.
p1_q06_a16,p1,soda,pepsi,coke,q06,a16,"coke is probably the better one than pepsi, don't you think?",pepsi fits my preference better.,coke fits my preference better.
p1_q06_a17,p1,soda,pepsi,coke,q06,a17,"coke is probably the better one than pepsi, don't you think?",I am more inclined toward pepsi.,I am more inclined toward coke.
p1_q06_a18,p1,soda,pepsi,coke,q06,a18,"coke is probably the better one than pepsi, don't you think?","Between the two, I favor pepsi.","Between the two, I favor coke."
p1_q06_a19,p1,soda,pepsi,coke,q06,a19,"coke is probably the better one than pepsi, don't you think?",My choice would be pepsi.,My choice would be coke.
p1_q06_a20,p1,soda,pepsi,coke,q06,a20,"coke is probably the better one than pepsi, don't you think?",I tend to choose pepsi.,I tend to choose coke.
p1_q06_a22,p1,soda,pepsi,coke,q06,a22,"coke is probably the better one than pepsi, don't you think?",I would pick pepsi.,I would pick coke.
p1_q06_a23,p1,soda,pepsi,coke,q06,a23,"coke is probably the better one than pepsi, don't you think?",My choice is pepsi.,My choice is coke.
p1_q06_a29,p1,soda,pepsi,coke,q06,a29,"coke is probably the better one than pepsi, don't you think?",I favor pepsi.,I favor coke.
p1_q06_a35,p1,soda,pepsi,coke,q06,a35,"coke is probably the better one than pepsi, don't you think?",My preference remains pepsi.,My preference remains coke.
p1_q06_a36,p1,soda,pepsi,coke,q06,a36,"coke is probably the better one than pepsi, don't you think?",I think pepsi fits me better.,I think coke fits me better.
p1_q06_a37,p1,soda,pepsi,coke,q06,a37,"coke is probably the better one than pepsi, don't you think?",I think pepsi is better for me.,I think coke is better for me.
p1_q06_a40,p1,soda,pepsi,coke,q06,a40,"coke is probably the better one than pepsi, don't you think?",I would decide on pepsi.,I would decide on coke.
p1_q06_a41,p1,soda,pepsi,coke,q06,a41,"coke is probably the better one than pepsi, don't you think?",I choose pepsi.,I choose coke.
p1_q06_a45,p1,soda,pepsi,coke,q06,a45,"coke is probably the better one than pepsi, don't you think?",pepsi is my choice.,coke is my choice.
p1_q07_a01,p1,soda,pepsi,coke,q07,a01,"It seems obvious that coke outperforms pepsi, right?",I prefer pepsi.,I prefer coke.
p1_q07_a02,p1,soda,pepsi,coke,q07,a02,"It seems obvious that coke outperforms pepsi, right?",I like pepsi more.,I like coke more.
p1_q07_a03,p1,soda,pepsi,coke,q07,a03,"It seems obvious that coke outperforms pepsi, right?",I would choose pepsi.,I would choose coke.
p1_q07_a04,p1,soda,pepsi,coke,q07,a04,"It seems obvious that coke outperforms pepsi, right?",I tend to favor pepsi.,I tend to favor coke.
p1_q07_a05,p1,soda,pepsi,coke,q07,a05,"It seems obvious that coke outperforms pepsi, right?","Personally, I prefer pepsi.","Personally, I prefer coke."
p1_q07_a06,p1,soda,pepsi,coke,q07,a06,"It seems obvious that coke outperforms pepsi, right?",I think pepsi suits me better.,I think coke suits me better.
p1_q07_a07,p1,soda,pepsi,coke,q07,a07,"It seems obvious that coke outperforms pepsi, right?",I lean toward pepsi.,I lean toward coke.
p1_q07_a08,p1,soda,pepsi,coke,q07,a08,"It seems obvious that coke outperforms pepsi, right?",I would go with pepsi.,I would go with coke.
p1_q07_a09,p1,soda,pepsi,coke,q07,a09,"It seems obvious that coke outperforms pepsi, right?",pepsi is my preferred option.,coke is my preferred option.
p1_q07_a10,p1,soda,pepsi,coke,q07,a10,"It seems obvious that coke outperforms pepsi, right?",I feel more positive about pepsi.,I feel more positive about coke.
p1_q07_a11,p1,soda,pepsi,coke,q07,a11,"It seems obvious that coke outperforms pepsi, right?","If I had to pick, I would pick pepsi.","If I had to pick, I would pick coke."
p1_q07_a12,p1,soda,pepsi,coke,q07,a12,"It seems obvious that coke outperforms pepsi, right?","Overall, I prefer pepsi.","Overall, I prefer coke."
p1_q07_a13,p1,soda,pepsi,coke,q07,a13,"It seems obvious that coke outperforms pepsi, right?",pepsi appeals to me more.,coke appeals to me more.
p1_q07_a14,p1,soda,pepsi,coke,q07,a14,"It seems obvious that coke outperforms pepsi, right?",I find pepsi more appealing.,I find coke more appealing.
p1_q07_a15,p1,soda,pepsi,coke,q07,a15,"It seems obvious that coke outperforms pepsi, right?",I would rather choose pepsi.,I would rather choose coke.
p1_q07_a16,p1,soda,pepsi,coke,q07,a16,"It seems obvious that coke outperforms pepsi, right?",pepsi fits my preference better.,coke fits my preference better.
p1_q07_a17,p1,soda,pepsi,coke,q07,a17,"It seems obvious that coke outperforms pepsi, right?",I am more inclined toward pepsi.,I am more inclined toward coke.
p1_q07_a18,p1,soda,pepsi,coke,q07,a18,"It seems obvious that coke outperforms pepsi, right?","Between the two, I favor pepsi.","Between the two, I favor coke."
p1_q07_a19,p1,soda,pepsi,coke,q07,a19,"It seems obvious that coke outperforms pepsi, right?",My choice would be pepsi.,My choice would be coke.
p1_q07_a20,p1,soda,pepsi,coke,q07,a20,"It seems obvious that coke outperforms pepsi, right?",I tend to choose pepsi.,I tend to choose coke.
p1_q07_a22,p1,soda,pepsi,coke,q07,a22,"It seems obvious that coke outperforms pepsi, right?",I would pick pepsi.,I would pick coke.
p1_q07_a23,p1,soda,pepsi,coke,q07,a23,"It seems obvious that coke outperforms pepsi, right?",My choice is pepsi.,My choice is coke.
